
===============================================================
                Cortex-M3 ICODE BUS TRACE
===============================================================

TIME(ns)     ADDRESS      INSTRUCTION    HTRANS   HRESP
2164280.000ns   00000420   07db6853      NONSEQ      OKAY
2164320.000ns   00000424   6010d4fc      NONSEQ      OKAY
2164360.000ns   00000428   bf004770      NONSEQ      OKAY
2164560.000ns   00000420   07db6853      NONSEQ      OKAY
2164600.000ns   00000424   6010d4fc      NONSEQ      OKAY
2164640.000ns   00000428   bf004770      NONSEQ      OKAY
2164840.000ns   00000420   07db6853      NONSEQ      OKAY
2164880.000ns   00000424   6010d4fc      NONSEQ      OKAY
2164920.000ns   00000428   bf004770      NONSEQ      OKAY
2165120.000ns   00000420   07db6853      NONSEQ      OKAY
2165160.000ns   00000424   6010d4fc      NONSEQ      OKAY
2165200.000ns   00000428   bf004770      NONSEQ      OKAY
2165400.000ns   00000420   07db6853      NONSEQ      OKAY
2165440.000ns   00000424   6010d4fc      NONSEQ      OKAY
2165480.000ns   00000428   bf004770      NONSEQ      OKAY
2165680.000ns   00000420   07db6853      NONSEQ      OKAY
2165720.000ns   00000424   6010d4fc      NONSEQ      OKAY
2165760.000ns   00000428   bf004770      NONSEQ      OKAY
2165960.000ns   00000420   07db6853      NONSEQ      OKAY
2166000.000ns   00000424   6010d4fc      NONSEQ      OKAY
2166040.000ns   00000428   bf004770      NONSEQ      OKAY
2166240.000ns   00000420   07db6853      NONSEQ      OKAY
2166280.000ns   0000042c   2240f04f      NONSEQ      OKAY
2166320.000ns   0000039c   42acf83f      NONSEQ      OKAY
2166360.000ns   000003a0   4630d1f9      NONSEQ      OKAY
2166400.000ns   000003a4   bf00bd70      NONSEQ      OKAY
2166440.000ns   00000394   f81418a5      NONSEQ      OKAY
2166480.000ns   00000398   f0000f01      NONSEQ      OKAY
2166520.000ns   0000039c   42acf83f      NONSEQ      OKAY
2166560.000ns   000003a0   4630d1f9      NONSEQ      OKAY
2166600.000ns   0000041c   2240f04f      NONSEQ      OKAY
2166640.000ns   00000420   07db6853      NONSEQ      OKAY
2166760.000ns   00000424   6010d4fc      NONSEQ      OKAY
2166800.000ns   00000428   bf004770      NONSEQ      OKAY
2167080.000ns   00000420   07db6853      NONSEQ      OKAY
2167120.000ns   00000424   6010d4fc      NONSEQ      OKAY
2167160.000ns   00000428   bf004770      NONSEQ      OKAY
2167360.000ns   00000420   07db6853      NONSEQ      OKAY
2167400.000ns   00000424   6010d4fc      NONSEQ      OKAY
2167440.000ns   00000428   bf004770      NONSEQ      OKAY
2167640.000ns   00000420   07db6853      NONSEQ      OKAY
2167680.000ns   00000424   6010d4fc      NONSEQ      OKAY
2167720.000ns   00000428   bf004770      NONSEQ      OKAY
2167920.000ns   00000420   07db6853      NONSEQ      OKAY
2167960.000ns   00000424   6010d4fc      NONSEQ      OKAY
2168000.000ns   00000428   bf004770      NONSEQ      OKAY
2168200.000ns   00000420   07db6853      NONSEQ      OKAY
2168240.000ns   00000424   6010d4fc      NONSEQ      OKAY
2168280.000ns   00000428   bf004770      NONSEQ      OKAY
2168480.000ns   00000420   07db6853      NONSEQ      OKAY
2168520.000ns   00000424   6010d4fc      NONSEQ      OKAY
2168560.000ns   00000428   bf004770      NONSEQ      OKAY
2168760.000ns   00000420   07db6853      NONSEQ      OKAY
2168800.000ns   00000424   6010d4fc      NONSEQ      OKAY
2168840.000ns   00000428   bf004770      NONSEQ      OKAY
2169040.000ns   00000420   07db6853      NONSEQ      OKAY
2169080.000ns   00000424   6010d4fc      NONSEQ      OKAY
2169120.000ns   00000428   bf004770      NONSEQ      OKAY
2169320.000ns   00000420   07db6853      NONSEQ      OKAY
2169360.000ns   00000424   6010d4fc      NONSEQ      OKAY
2169400.000ns   00000428   bf004770      NONSEQ      OKAY
2169600.000ns   00000420   07db6853      NONSEQ      OKAY
2169640.000ns   00000424   6010d4fc      NONSEQ      OKAY
2169680.000ns   00000428   bf004770      NONSEQ      OKAY
2169880.000ns   00000420   07db6853      NONSEQ      OKAY
2169920.000ns   00000424   6010d4fc      NONSEQ      OKAY
2169960.000ns   00000428   bf004770      NONSEQ      OKAY
2170160.000ns   00000420   07db6853      NONSEQ      OKAY
2170200.000ns   00000424   6010d4fc      NONSEQ      OKAY
2170240.000ns   00000428   bf004770      NONSEQ      OKAY
2170440.000ns   00000420   07db6853      NONSEQ      OKAY
2170480.000ns   00000424   6010d4fc      NONSEQ      OKAY
2170520.000ns   00000428   bf004770      NONSEQ      OKAY
2170720.000ns   00000420   07db6853      NONSEQ      OKAY
2170760.000ns   00000424   6010d4fc      NONSEQ      OKAY
2170800.000ns   00000428   bf004770      NONSEQ      OKAY
2171000.000ns   00000420   07db6853      NONSEQ      OKAY
2171040.000ns   00000424   6010d4fc      NONSEQ      OKAY
2171080.000ns   00000428   bf004770      NONSEQ      OKAY
2171280.000ns   00000420   07db6853      NONSEQ      OKAY
2171320.000ns   00000424   6010d4fc      NONSEQ      OKAY
2171360.000ns   00000428   bf004770      NONSEQ      OKAY
2171560.000ns   00000420   07db6853      NONSEQ      OKAY
2171600.000ns   00000424   6010d4fc      NONSEQ      OKAY
2171640.000ns   00000428   bf004770      NONSEQ      OKAY
2171840.000ns   00000420   07db6853      NONSEQ      OKAY
2171880.000ns   00000424   6010d4fc      NONSEQ      OKAY
2171920.000ns   00000428   bf004770      NONSEQ      OKAY
2172120.000ns   00000420   07db6853      NONSEQ      OKAY
2172160.000ns   00000424   6010d4fc      NONSEQ      OKAY
2172200.000ns   00000428   bf004770      NONSEQ      OKAY
2172400.000ns   00000420   07db6853      NONSEQ      OKAY
2172440.000ns   00000424   6010d4fc      NONSEQ      OKAY
2172480.000ns   00000428   bf004770      NONSEQ      OKAY
2172680.000ns   00000420   07db6853      NONSEQ      OKAY
2172720.000ns   00000424   6010d4fc      NONSEQ      OKAY
2172760.000ns   00000428   bf004770      NONSEQ      OKAY
2172960.000ns   00000420   07db6853      NONSEQ      OKAY
2173000.000ns   00000424   6010d4fc      NONSEQ      OKAY
2173040.000ns   00000428   bf004770      NONSEQ      OKAY
2173240.000ns   00000420   07db6853      NONSEQ      OKAY
2173280.000ns   00000424   6010d4fc      NONSEQ      OKAY
2173320.000ns   00000428   bf004770      NONSEQ      OKAY
2173520.000ns   00000420   07db6853      NONSEQ      OKAY
2173560.000ns   00000424   6010d4fc      NONSEQ      OKAY
2173600.000ns   00000428   bf004770      NONSEQ      OKAY
2173800.000ns   00000420   07db6853      NONSEQ      OKAY
2173840.000ns   00000424   6010d4fc      NONSEQ      OKAY
2173880.000ns   00000428   bf004770      NONSEQ      OKAY
2174080.000ns   00000420   07db6853      NONSEQ      OKAY
2174120.000ns   00000424   6010d4fc      NONSEQ      OKAY
2174160.000ns   00000428   bf004770      NONSEQ      OKAY
2174360.000ns   00000420   07db6853      NONSEQ      OKAY
2174400.000ns   00000424   6010d4fc      NONSEQ      OKAY
2174440.000ns   00000428   bf004770      NONSEQ      OKAY
2174640.000ns   00000420   07db6853      NONSEQ      OKAY
2174680.000ns   00000424   6010d4fc      NONSEQ      OKAY
2174720.000ns   00000428   bf004770      NONSEQ      OKAY
2174920.000ns   00000420   07db6853      NONSEQ      OKAY
2174960.000ns   00000424   6010d4fc      NONSEQ      OKAY
2175000.000ns   00000428   bf004770      NONSEQ      OKAY
2175200.000ns   00000420   07db6853      NONSEQ      OKAY
2175240.000ns   00000424   6010d4fc      NONSEQ      OKAY
2175280.000ns   00000428   bf004770      NONSEQ      OKAY
2175480.000ns   00000420   07db6853      NONSEQ      OKAY
2175520.000ns   00000424   6010d4fc      NONSEQ      OKAY
2175560.000ns   00000428   bf004770      NONSEQ      OKAY
2175760.000ns   00000420   07db6853      NONSEQ      OKAY
2175800.000ns   00000424   6010d4fc      NONSEQ      OKAY
2175840.000ns   00000428   bf004770      NONSEQ      OKAY
2176040.000ns   00000420   07db6853      NONSEQ      OKAY
2176080.000ns   00000424   6010d4fc      NONSEQ      OKAY
2176120.000ns   00000428   bf004770      NONSEQ      OKAY
2176320.000ns   00000420   07db6853      NONSEQ      OKAY
2176360.000ns   00000424   6010d4fc      NONSEQ      OKAY
2176400.000ns   00000428   bf004770      NONSEQ      OKAY
2176600.000ns   00000420   07db6853      NONSEQ      OKAY
2176640.000ns   00000424   6010d4fc      NONSEQ      OKAY
2176680.000ns   00000428   bf004770      NONSEQ      OKAY
2176880.000ns   00000420   07db6853      NONSEQ      OKAY
2176920.000ns   00000424   6010d4fc      NONSEQ      OKAY
2176960.000ns   00000428   bf004770      NONSEQ      OKAY
2177160.000ns   00000420   07db6853      NONSEQ      OKAY
2177200.000ns   00000424   6010d4fc      NONSEQ      OKAY
2177240.000ns   00000428   bf004770      NONSEQ      OKAY
2177440.000ns   00000420   07db6853      NONSEQ      OKAY
2177480.000ns   00000424   6010d4fc      NONSEQ      OKAY
2177520.000ns   00000428   bf004770      NONSEQ      OKAY
2177720.000ns   00000420   07db6853      NONSEQ      OKAY
2177760.000ns   00000424   6010d4fc      NONSEQ      OKAY
2177800.000ns   00000428   bf004770      NONSEQ      OKAY
2178000.000ns   00000420   07db6853      NONSEQ      OKAY
2178040.000ns   00000424   6010d4fc      NONSEQ      OKAY
2178080.000ns   00000428   bf004770      NONSEQ      OKAY
2178280.000ns   00000420   07db6853      NONSEQ      OKAY
2178320.000ns   00000424   6010d4fc      NONSEQ      OKAY
2178360.000ns   00000428   bf004770      NONSEQ      OKAY
2178560.000ns   00000420   07db6853      NONSEQ      OKAY
2178600.000ns   00000424   6010d4fc      NONSEQ      OKAY
2178640.000ns   00000428   bf004770      NONSEQ      OKAY
2178840.000ns   00000420   07db6853      NONSEQ      OKAY
2178880.000ns   00000424   6010d4fc      NONSEQ      OKAY
2178920.000ns   00000428   bf004770      NONSEQ      OKAY
2179120.000ns   00000420   07db6853      NONSEQ      OKAY
2179160.000ns   00000424   6010d4fc      NONSEQ      OKAY
2179200.000ns   00000428   bf004770      NONSEQ      OKAY
2179400.000ns   00000420   07db6853      NONSEQ      OKAY
2179440.000ns   00000424   6010d4fc      NONSEQ      OKAY
2179480.000ns   00000428   bf004770      NONSEQ      OKAY
2179680.000ns   00000420   07db6853      NONSEQ      OKAY
2179720.000ns   00000424   6010d4fc      NONSEQ      OKAY
2179760.000ns   00000428   bf004770      NONSEQ      OKAY
2179960.000ns   00000420   07db6853      NONSEQ      OKAY
2180000.000ns   00000424   6010d4fc      NONSEQ      OKAY
2180040.000ns   00000428   bf004770      NONSEQ      OKAY
2180240.000ns   00000420   07db6853      NONSEQ      OKAY
2180280.000ns   00000424   6010d4fc      NONSEQ      OKAY
2180320.000ns   00000428   bf004770      NONSEQ      OKAY
2180520.000ns   00000420   07db6853      NONSEQ      OKAY
2180560.000ns   00000424   6010d4fc      NONSEQ      OKAY
2180600.000ns   00000428   bf004770      NONSEQ      OKAY
2180800.000ns   00000420   07db6853      NONSEQ      OKAY
2180840.000ns   00000424   6010d4fc      NONSEQ      OKAY
2180880.000ns   00000428   bf004770      NONSEQ      OKAY
2181080.000ns   00000420   07db6853      NONSEQ      OKAY
2181120.000ns   00000424   6010d4fc      NONSEQ      OKAY
2181160.000ns   00000428   bf004770      NONSEQ      OKAY
2181360.000ns   00000420   07db6853      NONSEQ      OKAY
2181400.000ns   00000424   6010d4fc      NONSEQ      OKAY
2181440.000ns   00000428   bf004770      NONSEQ      OKAY
2181640.000ns   00000420   07db6853      NONSEQ      OKAY
2181680.000ns   00000424   6010d4fc      NONSEQ      OKAY
2181720.000ns   00000428   bf004770      NONSEQ      OKAY
2181920.000ns   00000420   07db6853      NONSEQ      OKAY
2181960.000ns   00000424   6010d4fc      NONSEQ      OKAY
2182000.000ns   00000428   bf004770      NONSEQ      OKAY
2182200.000ns   00000420   07db6853      NONSEQ      OKAY
2182240.000ns   00000424   6010d4fc      NONSEQ      OKAY
2182280.000ns   00000428   bf004770      NONSEQ      OKAY
2182480.000ns   00000420   07db6853      NONSEQ      OKAY
2182520.000ns   00000424   6010d4fc      NONSEQ      OKAY
2182560.000ns   00000428   bf004770      NONSEQ      OKAY
2182760.000ns   00000420   07db6853      NONSEQ      OKAY
2182800.000ns   00000424   6010d4fc      NONSEQ      OKAY
2182840.000ns   00000428   bf004770      NONSEQ      OKAY
2183040.000ns   00000420   07db6853      NONSEQ      OKAY
2183080.000ns   00000424   6010d4fc      NONSEQ      OKAY
2183120.000ns   00000428   bf004770      NONSEQ      OKAY
2183320.000ns   00000420   07db6853      NONSEQ      OKAY
2183360.000ns   0000042c   2240f04f      NONSEQ      OKAY
2183400.000ns   0000039c   42acf83f      NONSEQ      OKAY
2183440.000ns   000003a0   4630d1f9      NONSEQ      OKAY
2183480.000ns   000003a4   bf00bd70      NONSEQ      OKAY
2183520.000ns   00000394   f81418a5      NONSEQ      OKAY
2183560.000ns   00000398   f0000f01      NONSEQ      OKAY
2183600.000ns   0000039c   42acf83f      NONSEQ      OKAY
2183640.000ns   000003a0   4630d1f9      NONSEQ      OKAY
2183680.000ns   0000041c   2240f04f      NONSEQ      OKAY
2183720.000ns   00000420   07db6853      NONSEQ      OKAY
2183840.000ns   00000424   6010d4fc      NONSEQ      OKAY
2183880.000ns   00000428   bf004770      NONSEQ      OKAY
2184160.000ns   00000420   07db6853      NONSEQ      OKAY
2184200.000ns   00000424   6010d4fc      NONSEQ      OKAY
2184240.000ns   00000428   bf004770      NONSEQ      OKAY
2184440.000ns   00000420   07db6853      NONSEQ      OKAY
2184480.000ns   00000424   6010d4fc      NONSEQ      OKAY
2184520.000ns   00000428   bf004770      NONSEQ      OKAY
2184720.000ns   00000420   07db6853      NONSEQ      OKAY
2184760.000ns   00000424   6010d4fc      NONSEQ      OKAY
2184800.000ns   00000428   bf004770      NONSEQ      OKAY
2185000.000ns   00000420   07db6853      NONSEQ      OKAY
2185040.000ns   00000424   6010d4fc      NONSEQ      OKAY
2185080.000ns   00000428   bf004770      NONSEQ      OKAY
2185280.000ns   00000420   07db6853      NONSEQ      OKAY
2185320.000ns   00000424   6010d4fc      NONSEQ      OKAY
2185360.000ns   00000428   bf004770      NONSEQ      OKAY
2185560.000ns   00000420   07db6853      NONSEQ      OKAY
2185600.000ns   00000424   6010d4fc      NONSEQ      OKAY
2185640.000ns   00000428   bf004770      NONSEQ      OKAY
2185840.000ns   00000420   07db6853      NONSEQ      OKAY
2185880.000ns   00000424   6010d4fc      NONSEQ      OKAY
2185920.000ns   00000428   bf004770      NONSEQ      OKAY
2186120.000ns   00000420   07db6853      NONSEQ      OKAY
2186160.000ns   00000424   6010d4fc      NONSEQ      OKAY
2186200.000ns   00000428   bf004770      NONSEQ      OKAY
2186400.000ns   00000420   07db6853      NONSEQ      OKAY
2186440.000ns   00000424   6010d4fc      NONSEQ      OKAY
2186480.000ns   00000428   bf004770      NONSEQ      OKAY
2186680.000ns   00000420   07db6853      NONSEQ      OKAY
2186720.000ns   00000424   6010d4fc      NONSEQ      OKAY
2186760.000ns   00000428   bf004770      NONSEQ      OKAY
2186960.000ns   00000420   07db6853      NONSEQ      OKAY
2187000.000ns   00000424   6010d4fc      NONSEQ      OKAY
2187040.000ns   00000428   bf004770      NONSEQ      OKAY
2187240.000ns   00000420   07db6853      NONSEQ      OKAY
2187280.000ns   00000424   6010d4fc      NONSEQ      OKAY
2187320.000ns   00000428   bf004770      NONSEQ      OKAY
2187520.000ns   00000420   07db6853      NONSEQ      OKAY
2187560.000ns   00000424   6010d4fc      NONSEQ      OKAY
2187600.000ns   00000428   bf004770      NONSEQ      OKAY
2187800.000ns   00000420   07db6853      NONSEQ      OKAY
2187840.000ns   00000424   6010d4fc      NONSEQ      OKAY
2187880.000ns   00000428   bf004770      NONSEQ      OKAY
2188080.000ns   00000420   07db6853      NONSEQ      OKAY
2188120.000ns   00000424   6010d4fc      NONSEQ      OKAY
2188160.000ns   00000428   bf004770      NONSEQ      OKAY
2188360.000ns   00000420   07db6853      NONSEQ      OKAY
2188400.000ns   00000424   6010d4fc      NONSEQ      OKAY
2188440.000ns   00000428   bf004770      NONSEQ      OKAY
2188640.000ns   00000420   07db6853      NONSEQ      OKAY
2188680.000ns   00000424   6010d4fc      NONSEQ      OKAY
2188720.000ns   00000428   bf004770      NONSEQ      OKAY
2188920.000ns   00000420   07db6853      NONSEQ      OKAY
2188960.000ns   00000424   6010d4fc      NONSEQ      OKAY
2189000.000ns   00000428   bf004770      NONSEQ      OKAY
2189200.000ns   00000420   07db6853      NONSEQ      OKAY
2189240.000ns   00000424   6010d4fc      NONSEQ      OKAY
2189280.000ns   00000428   bf004770      NONSEQ      OKAY
2189480.000ns   00000420   07db6853      NONSEQ      OKAY
2189520.000ns   00000424   6010d4fc      NONSEQ      OKAY
2189560.000ns   00000428   bf004770      NONSEQ      OKAY
2189760.000ns   00000420   07db6853      NONSEQ      OKAY
2189800.000ns   00000424   6010d4fc      NONSEQ      OKAY
2189840.000ns   00000428   bf004770      NONSEQ      OKAY
2190040.000ns   00000420   07db6853      NONSEQ      OKAY
2190080.000ns   00000424   6010d4fc      NONSEQ      OKAY
2190120.000ns   00000428   bf004770      NONSEQ      OKAY
2190320.000ns   00000420   07db6853      NONSEQ      OKAY
2190360.000ns   00000424   6010d4fc      NONSEQ      OKAY
2190400.000ns   00000428   bf004770      NONSEQ      OKAY
2190600.000ns   00000420   07db6853      NONSEQ      OKAY
2190640.000ns   00000424   6010d4fc      NONSEQ      OKAY
2190680.000ns   00000428   bf004770      NONSEQ      OKAY
2190880.000ns   00000420   07db6853      NONSEQ      OKAY
2190920.000ns   00000424   6010d4fc      NONSEQ      OKAY
2190960.000ns   00000428   bf004770      NONSEQ      OKAY
2191160.000ns   00000420   07db6853      NONSEQ      OKAY
2191200.000ns   00000424   6010d4fc      NONSEQ      OKAY
2191240.000ns   00000428   bf004770      NONSEQ      OKAY
2191440.000ns   00000420   07db6853      NONSEQ      OKAY
2191480.000ns   00000424   6010d4fc      NONSEQ      OKAY
2191520.000ns   00000428   bf004770      NONSEQ      OKAY
2191720.000ns   00000420   07db6853      NONSEQ      OKAY
2191760.000ns   00000424   6010d4fc      NONSEQ      OKAY
2191800.000ns   00000428   bf004770      NONSEQ      OKAY
2192000.000ns   00000420   07db6853      NONSEQ      OKAY
2192040.000ns   00000424   6010d4fc      NONSEQ      OKAY
2192080.000ns   00000428   bf004770      NONSEQ      OKAY
